[602905270818340864, Mon May 25 21:33:12 EEST 2015, false, false, 2572510623, IBrls, http://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png, Fri May 30 19:26:20 EEST 2014, ily. brls, , null, null, 0, 9, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Ersun yanal şampiyon yapmadı diyen Aziz nerde , hani takım kendi kendine şampiyon oluyordu  YAZIKLAR OLSUN SIZE  #RakibimizBasaksehir, 131254620]
[602905962911956992, Mon May 25 21:35:57 EEST 2015, false, false, 187532953, Aybukenuur, http://pbs.twimg.com/profile_images/586987929727344641/W-YVyp4Q_normal.jpg, Mon Sep 06 17:07:34 EEST 2010, CÜCÜ :dd, İSTANBUL/EYÜP, http://instagram.com/aybukenuur/, 16 / BALIK / KUMRAL / FENERBAHÇE / ALEX / JAMIE DORNAN / İSTANBUL / GİRESUN / SEZEN AKSU / SILA / YILDIZ TİLBE / DUMAN ∞, 1580, 356, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Sen gel ki çiçekler açsın, sen gel ki meşaleler yansın, sen gel ki şampiyonluk şarkıları söylensin.#AliKoc 👏🏼👏🏼 http://t.co/xenE0Qspf9, 131262341]
[602906583639707648, Mon May 25 21:38:25 EEST 2015, false, false, 332938241, Nusintugran, http://pbs.twimg.com/profile_images/584831024309411841/k8iX0fCA_normal.jpg, Sun Jul 10 21:02:18 EEST 2011, Nuşin, , null, null, 3569, 157, <a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @eminekavasoglu: Başakşehir çıldırdı şampiyonluk istiyor, 131269105]
[602907569296900097, Mon May 25 21:42:20 EEST 2015, false, false, 2481566347, mahsundoguruci, http://pbs.twimg.com/profile_images/464997969700614144/k_r3KWOx_normal.jpeg, Wed May 07 09:53:49 EEST 2014, Mahsun ##, , null, null, 35, 160, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, #trtşampiyonbelliolurmu Bu maç içn kupayı feda eden ismail hca acba karyerni de fenerbahçe gelcği içn feda edip istifa etm erdemliğni  gstr, 131279741]
[602908148123467777, Mon May 25 21:44:38 EEST 2015, false, false, 2995617947, mehmetsensoy276, http://pbs.twimg.com/profile_images/583331966663016449/tY7lXhR0_normal.jpg, Sat Jan 24 12:48:26 EET 2015, mehmet sensoy, , null, fenerbahce delisi, 585, 1601, <a href="http://ubersocial.com" rel="nofollow">UberSocial© PRO</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @ahlak_z: #şampiyongalatasaray başakşehir fenerle 'BAŞAK' geçiyor, 131286001]
[602911704901689344, Mon May 25 21:58:46 EEST 2015, false, false, 2792420085, 1964_can, http://pbs.twimg.com/profile_images/586233274231611392/dX-9wNyw_normal.jpg, Mon Sep 29 21:38:05 EEST 2014, umut can, , null, tv,radyo program yapım., 56, 512, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, fb ligin sonunu getiremedi.fb'li futbolcular şampiyonluğu gs'a kaptıracaklarını anlayınca,tatile çıkmak için bolca kart gördüler.bş 2-2 fb., 131324866]
[602912124315242497, Mon May 25 22:00:26 EEST 2015, false, false, 471955540, MertcnOz, http://pbs.twimg.com/profile_images/570756458742210560/gZnEdVb__normal.jpeg, Mon Jan 23 14:51:31 EET 2012, Mertcan  Özçırpan, Ankara, http://instagram.com/mertcanozcirpan/, Hayatın anlamı: İçinde turuncudan iz taşıyan tok bir sarı, vişneye çalan koyuca tatlı bir kırmızı.              Gazi Üniversitesi'nde iktisadi ajan., 249, 205, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Ben şampiyonluğu Kadiköy'de kutlamadıktan sonra artık tam şampiyonluk saymıyorum ama ya. Bu yarım şampiyonluk :(, 131330112]
[602912443107512321, Mon May 25 22:01:42 EEST 2015, false, false, 2809698784, yalnizadam1234, http://pbs.twimg.com/profile_images/522051572499775488/qWwH6w5K_normal.jpeg, Mon Oct 06 10:39:59 EEST 2014, Semih Özdemir, , null, null, 100, 2004, <a href="http://metestapp.com" rel="nofollow">MyTestAndroidAp</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @yasin__polat: Meşaleleri yakın şampiyon Cimbombom 👊 #Galatasaray ❤💛😃 http://t.co/fpucytIy4K, 131334350]
[602912623429058560, Mon May 25 22:02:25 EEST 2015, false, false, 560894066, emsipinar, http://pbs.twimg.com/profile_images/581767390830153728/FBzCHybd_normal.jpg, Mon Apr 23 10:04:28 EEST 2012, MCan, Mersin-Adana, https://www.facebook.com/profile.php?id=100005124429557&ref=tn_tnmn, hey asuna, 119, 26, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, 0.0, 0.0, Türkiye, Adana, Türkiye, false, false, null, tr, pazartesi günü şampiyonluk mu olur amk, 131336563]
[602913374226231296, Mon May 25 22:05:24 EEST 2015, false, false, 249117282, ciga_l0, http://pbs.twimg.com/profile_images/1290574504/180502_10150091304414699_702614698_6019242_5762671_n_normal.jpg, Tue Feb 08 14:00:57 EET 2011, ORHAN BAYBAŞ, , null, null, 38, 104, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Bişey demeyim dedim ama,Herkes tuttuğu takımı bence iyice bir düşünsün yeniden, şampiyonluk şansın varhala YENEMİYORSUNeliniÇEKİYORdiyenlere, 131345924]
[602913772701917184, Mon May 25 22:06:59 EEST 2015, false, false, 958530643, ebuwuu, http://pbs.twimg.com/profile_images/482422998419668992/JGWCklaz_normal.jpeg, Mon Nov 19 22:58:20 EET 2012, ebubekir uçar, , null, ASLA, ASLA DEME, 50, 44, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Her zaman ilklerintakımı GALATASARAY#galatasaray#dördüncüyıldız#şampiyon#rütbenibil https://t.co/qbmjetT62E, 131350788]
[602913843992485888, Mon May 25 22:07:16 EEST 2015, false, false, 2171745818, DsHande, http://pbs.twimg.com/profile_images/595142072807661568/pMoRGbSl_normal.jpg, Sun Nov 03 09:50:00 EET 2013, Hande Çoban, , null, Vazgeçtim., 150, 142, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, 37.772407, 29.085161, Türkiye, Denizli, Türkiye, false, false, null, tr, Hergün şampiyonluk kutlicaz herhalde biz iyimiş bu :), 131351705]
[602914263435468800, Mon May 25 22:08:56 EEST 2015, false, false, 1567483074, Furkiiigg, http://pbs.twimg.com/profile_images/600677058554011648/PpCBJtU3_normal.jpg, Thu Jul 04 09:35:46 EEST 2013, Furkan Kılıç, İzmir, null, SADECE BEŞİKTAŞ - CTAL, 611, 222, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @anililter: Siz şampiyonluğa bir gün sevine durun, biz hüzünlere bir ömür bağlandık. #BesiktAsk, 131356636]
[602914477332418560, Mon May 25 22:09:47 EEST 2015, false, false, 320634457, Guncepeken, http://pbs.twimg.com/profile_images/595654517376602112/53co-guM_normal.jpg, Mon Jun 20 10:54:40 EEST 2011, Günce , , null, null, 231, 108, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Millet şampiyonluk kutluyo ben burda yazar eser ezberliyorum. Adaletin bu mu dünyaa ??, 131359208]
[602915060319723521, Mon May 25 22:12:06 EEST 2015, false, false, 1944168853, semihinyeri, http://pbs.twimg.com/profile_images/442588036740939776/Zn1O1cxL_normal.jpeg, Mon Oct 07 16:36:18 EEST 2013, burak, İstanbul, null, Herşeyin merkezi, 9385, 10533, <a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @tweetyagmuru: •• Bir Fenerbahçeli olarak Galatasarayın 2014-2015 sezonu şampiyonluğunu tebrik ediyorum.. Spor dostluktur eğlencedir kar…, 131366118]
[602915412662157312, Mon May 25 22:13:30 EEST 2015, false, false, 611900590, kazmiskender, http://pbs.twimg.com/profile_images/602351461826240512/mEVjKBBV_normal.jpg, Mon Jun 18 21:39:35 EEST 2012, Kazım iskender , , null, istanbul/beylikdüzü. FENERBAHÇE. GFB http://facebook.com/kazim.iskender, 4063, 2988, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Her gelenden 4 gol yiyince takıma sırtını dönenler şampiyonlugu kutluyo amk komik 😀😀, 131370148]
[602916092135272448, Mon May 25 22:16:12 EEST 2015, false, false, 298007017, aycagundag, http://pbs.twimg.com/profile_images/596203860508672000/CDreEqYy_normal.jpg, Fri May 13 17:10:50 EEST 2011, AYÇA, İstanbul, null, #MileyCyrus #Galatasaray instagram:aycagundagg. Snapchat:aycagundag, 1574, 912, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @GSVine_: Melo ve ailesinin şampiyonluk sevinci! :) https://t.co/vwRLGTHVkk, 131377825]
[602916226361339906, Mon May 25 22:16:44 EEST 2015, false, false, 1166760972, aktas403, http://pbs.twimg.com/profile_images/580998898703065088/hBcBlUMg_normal.jpg, Sun Feb 10 21:21:17 EET 2013, Yusuf  Aktaş, İKHAL, null, BEŞİKTAŞ, 272, 315, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @enesulsy1903: Ulan zaten şampiyonluk şansımız yoktu fenerliler gibi galatasaraylilarin alayını vuramadik sahada bizede yazıklar olsun, 131379403]
[602916276705611776, Mon May 25 22:16:56 EEST 2015, false, false, 107380503, Onurygn, http://pbs.twimg.com/profile_images/432120441214214144/pgltd-ne_normal.jpeg, Fri Jan 22 13:02:12 EET 2010, BEŞİKTAŞ ŞEREFTİR ‏, istanbul, null, null, 284, 1262, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @BlackEagle1903: Fenerliler için her şey 1 maçlığına Beşiktaş'ı tutmakla başladı.. 4 kırmızı kart ve kaybedilen şampiyonluk.., 131379975]
[602917216208691200, Mon May 25 22:20:40 EEST 2015, false, false, 249185896, zynpkymk, http://pbs.twimg.com/profile_images/551050293618954241/V8ANTHgu_normal.jpeg, Tue Feb 08 17:13:54 EET 2011,    Sıla , Türkiye /Samsun, null, Güzelleş be evlat, şimdilik ölümüne kadar hayattasın..., 175, 29, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, 4 yıldızlı ASLANLAR #şampiyongalatasaray, 131390742]
[602917551765626880, Mon May 25 22:22:00 EEST 2015, false, false, 165666484, oguzhanoozdemir, http://pbs.twimg.com/profile_images/537761897081085955/a167B8tu_normal.jpeg, Mon Jul 12 09:12:49 EEST 2010, Noldor, Ankara, http://www.thewhitetree.org/forum, All we have to decide is what to do with the time that is given us., 192, 201, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @webaslan: 28 saniye önceYekta Kurtuluş: Yönetimden tek isteğim kek kalıplarını tekrar kursunlar şampiyonluk kutlamasında kek kalıpları…, 131394479]
[602918210250383362, Mon May 25 22:24:37 EEST 2015, false, false, 1318734480, AltintasGuner, http://pbs.twimg.com/profile_images/515718275335225344/vMXVv6nJ_normal.jpeg, Sun Mar 31 20:04:16 EEST 2013, Gunar Altintas, , null, null, 221, 360, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @SencerAkkus: Biz BEŞİKTAŞ'ı kayırın demiyoruz.Sadece onbirerlikten tarafsız oynansın istiyoruz. Kahpeliğin olmadığı heryerin şampiyonu …, 131401954]
[602918558398599169, Mon May 25 22:26:00 EEST 2015, false, false, 555278428, 1905YAZ, http://pbs.twimg.com/profile_images/3448501035/000c790d798edd7fa30bbf5bb934b640_normal.jpeg, Mon Apr 16 20:15:53 EEST 2012, A.YAZ, , null, null, 68, 78, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Lan galatasaray şampiyon olacak saati mi buldun şimdi gel ders çalış bu saatte, 131405827]
[602919711815380992, Mon May 25 22:30:35 EEST 2015, false, false, 627596629, bjelica8, http://pbs.twimg.com/profile_images/602765955438157824/HfeY-89H_normal.jpg, Thu Jul 05 21:05:17 EEST 2012, Bjelica Mehmet, Ankara, null, #Obradovic #AlexDeSouza #NemanjaBjelica #AZİZİSFİFA #AdayOlma, 868, 433, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @Darroll_FB: Ya allah aşkına konuşturmayın şu spastiği amına kodumunun şaşısı sahanda akhisar erciyesi yensen şampiyonduk, 131418593]
[602920617801863168, Mon May 25 22:34:11 EEST 2015, false, false, 2840084674, thefiraty, http://pbs.twimg.com/profile_images/578007522444857345/GCVuNNRw_normal.jpeg, Tue Oct 21 17:30:32 EEST 2014, TheFırat, , null, Burada söylediklerim beni bağlamaz  Галатасарай  Стамбул, 143, 403, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @thecatay: Bu şampiyonluk senin götüne girsin OÇ http://t.co/mcreAbhsOr, 131428705]
[602920768771465216, Mon May 25 22:34:47 EEST 2015, false, false, 91433964, alaturkaonline, http://pbs.twimg.com/profile_images/467010924369281024/TpGszutT_normal.jpeg, Fri Nov 20 23:53:39 EET 2009, Alaturka Newspaper, United States, http://www.AlaturkaOnline.com, First Turkish E-Newspaper in the United States.Los Angeles based Turkish Newspaper.Habersizsiniz, ya da Haber Sizsiniz ! Gercek Insanlar, Gercek Haberler !, 11451, 2043, <a href="http://publicize.wp.com/" rel="nofollow">WordPress.com</a>, 0, 0, 0.0, 0.0, null, null, false, false, null, tr, Galatasaray şampiyon http://t.co/PNN4sClzUa http://t.co/Hebsk4sV3Z, 131430325]
[602921033021128705, Mon May 25 22:35:50 EEST 2015, false, false, 331917664, Gkbrqua, http://pbs.twimg.com/profile_images/601828645473263616/wcggyyX-_normal.jpg, Sat Jul 09 01:50:59 EEST 2011, Solskjær, , null, YA SN HRKSLE DLGA GÇYSN AMA, 311, 155, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, 0.0, 0.0, null, null, false, true, null, tr, RT @Brsaygn: tebrikler şampiyon @juventusfc, 131433071]
